SITE_NAME|INVOICE_NAME|BEGIN|END|KWH_PERIOD|PERIOD_EUR
13904_GEO (0425BB)|1300003030|01/04/2020|30/04/2020|2 165|309,81
13904_GEO (0425BB)|1300003030|01/05/2020|31/05/2020|2 243|320,56
13904_GEO (0425BB)|1300003030|01/06/2020|30/06/2020|2 195|314,36
13904_GEO (0425BB)|#|01/07/2020|31/07/2020|2 299|329,29
13904_GEO (0425BB)|1300003030|01/08/2020|31/08/2020|2 315|331,87
13904_GEO (0425BB)|1300003030|01/09/2020|30/09/2020|2 196|314,15
13904_GEO (0425BB)|1300003030|01/10/2020|31/10/2020|2 235|323,23
13904_GEO (0425BB)|1300003030|01/11/2020|30/11/2020|2 131|294,85
13905_GEO (0425BR)|18004|01/01/2018|31/03/2018|2 748|463,59
13905_GEO (0425BR)|18008|01/04/2018|30/06/2018|2 655|702,78
13905_GEO (0425BR)|18010|01/07/2018|30/09/2018|2 924|783,63
13905_GEO (0425BR)|18011|01/10/2018|31/12/2018|2 709|551,28
13905_GEO (0425BR)|19002|01/01/2019|31/03/2019|2 745|437,28
13905_GEO (0425BR)|19003|01/04/2019|02/05/2019|1 008|259,32
13905_GEO (0425BR)|190028|03/05/2019|30/06/2019|1 856|542,12
13905_GEO (0425BR)|190040|01/07/2019|30/09/2019|2 966|856,37
13905_GEO (0425BR)|190051|01/10/2019|31/12/2019|3 646|930,82
13905_GEO (0425BR)|200028|01/01/2020|31/03/2020|3 954|930,77
13905_GEO (0425BR)|200045|01/04/2020|30/06/2020|4 424|1 121,75
13906_GEO (0426BB)|1300082549|01/01/2018|31/01/2018|1 100|171,63
13906_GEO (0426BB)|1300082549|01/02/2018|28/02/2018|1 001|159,25
13906_GEO (0426BB)|1300082549|01/03/2018|31/03/2018|1 106|172,46
13906_GEO (0426BB)|1300082549|01/04/2018|30/04/2018|1 079|143,79
13906_GEO (0426BB)|1300082549|01/05/2018|31/05/2018|1 124|149,57
13906_GEO (0426BB)|1300082549|01/06/2018|30/06/2018|1 091|145,37
13906_GEO (0426BB)|1300082549|01/07/2018|31/07/2018|1 148|153,02
13906_GEO (0426BB)|1300082549|01/08/2018|31/08/2018|1 176|156,03
13906_GEO (0426BB)|1300082549|01/09/2018|30/09/2018|1 567|206,00
13906_GEO (0426BB)|1300082549|01/10/2018|31/10/2018|2 029|264,41
13906_GEO (0426BB)|1300082549|01/11/2018|30/11/2018|2 059|267,89
13906_GEO (0426BB)|1300082549|01/12/2018|31/12/2018|2 388|309,22
13906_GEO (0426BB)|1300003030|01/01/2019|31/01/2019|2 418|298,64
13906_GEO (0426BB)|1300003030|01/02/2019|28/02/2019|2 034|252,12
13906_GEO (0426BB)|1300003030|01/03/2019|31/03/2019|2 056|255,51
13906_GEO (0426BB)|1300003030|01/04/2019|30/04/2019|1 965|244,81
13906_GEO (0426BB)|1300003030|01/05/2019|31/05/2019|2 029|251,68
13906_GEO (0426BB)|1300003030|01/06/2019|30/06/2019|2 023|252,04
13906_GEO (0426BB)|1300003030|01/07/2019|31/07/2019|2 080|258,92
13906_GEO (0426BB)|1300003030|01/08/2019|31/08/2019|2 094|260,64
13906_GEO (0426BB)|#|01/09/2019|30/09/2019|1 978|246,46
13906_GEO (0426BB)|1300003030|01/10/2019|31/10/2019|2 040|253,71
13906_GEO (0426BB)|1300003030|01/11/2019|30/11/2019|1 975|246,03
13906_GEO (0426BB)|9200078815|01/12/2019|31/12/2019|2 295|283,66
13906_GEO (0426BB)|1300003030|01/01/2020|31/01/2020|2 343|354,62
13906_GEO (0426BB)|1300003030|01/02/2020|29/02/2020|1 990|304,17
13906_GEO (0426BB)|1300003030|01/03/2020|31/03/2020|2 087|319,97
13906_GEO (0426BB)|1300003030|01/04/2020|30/04/2020|2 001|306,95
13906_GEO (0426BB)|1300003030|01/05/2020|31/05/2020|2 064|315,94
13906_GEO (0426BB)|1300003030|01/06/2020|30/06/2020|2 006|307,46
13906_GEO (0426BB)|#|01/07/2020|31/07/2020|2 097|320,27
13906_GEO (0426BB)|1300003030|01/08/2020|31/08/2020|2 106|322,18
13906_GEO (0426BB)|1300003030|01/09/2020|30/09/2020|2 000|306,40
13906_GEO (0426BB)|1300003030|01/10/2020|31/10/2020|2 050|313,30
13906_GEO (0426BB)|1300003030|01/11/2020|30/11/2020|2 109|291,25
13907_GEO (0426BR)|7230729120|01/01/2018|31/01/2018|2 279|244,74
13907_GEO (0426BR)|7210817415|01/02/2018|28/02/2018|2 063|226,19
13907_GEO (0426BR)|7010677549|01/03/2018|31/03/2018|2 284|249,48
13907_GEO (0426BR)|7010680438|01/04/2018|30/04/2018|2 261|246,69
13907_GEO (0426BR)|7010682137|01/05/2018|31/05/2018|2 365|257,42
13907_GEO (0426BR)|7200873047|01/06/2018|30/06/2018|2 296|249,99
13907_GEO (0426BR)|7010687678|01/07/2018|31/07/2018|2 348|255,54
13907_GEO (0426BR)|7010690351|01/08/2018|31/08/2018|2 356|256,37
13907_GEO (0426BR)|7240672664|01/09/2018|30/09/2018|2 248|246,99
13907_GEO (0426BR)|7010695617|01/10/2018|31/10/2018|2 295|252,21
13907_GEO (0426BR)|7010698165|01/11/2018|30/11/2018|2 202|242,45
13907_GEO (0426BR)|7010700707|01/12/2018|31/12/2018|2 258|248,40
13907_GEO (0426BR)|7010705826|01/01/2019|31/01/2019|2 260|242,69
13907_GEO (0426BR)|7010709596|01/02/2019|28/02/2019|2 047|220,61
13907_GEO (0426BR)|7010713458|01/03/2019|31/03/2019|2 270|243,66
13907_GEO (0426BR)|7010715460|01/04/2019|30/04/2019|2 214|237,73
13907_GEO (0426BR)|7010722067|01/05/2019|31/05/2019|2 264|242,95
13907_GEO (0426BR)|7010724608|01/06/2019|30/06/2019|2 260|241,97
13907_GEO (0426BR)|7010726429|01/07/2019|31/07/2019|2 341|249,92
13907_GEO (0426BR)|7010729457|01/08/2019|31/08/2019|2 408|255,02
13907_GEO (0426BR)|7010732116|01/09/2019|30/09/2019|2 308|244,61
13907_GEO (0426BR)|7103163087|01/10/2019|31/10/2019|2 554|268,71
13907_GEO (0426BR)|7010737238|01/11/2019|30/11/2019|2 451|258,22
13907_GEO (0426BR)|7010740688|01/12/2019|31/12/2019|2 521|265,35
13907_GEO (0426BR)|7010746361|01/01/2020|31/01/2020|2 528|317,81
13907_GEO (0426BR)|7010748665|01/02/2020|29/02/2020|2 403|302,52
13907_GEO (0426BR)|7010752918|01/03/2020|31/03/2020|2 576|322,08
13907_GEO (0426BR)|7010755640|01/04/2020|30/04/2020|2 604|325,49
13907_GEO (0426BR)|7010757872|01/05/2020|31/05/2020|2 681|334,86
13907_GEO (0426BR)|7010760286|01/06/2020|30/06/2020|2 627|328,29
13907_GEO (0426BR)|7010762428|01/07/2020|31/07/2020|2 796|348,85
13907_GEO (0426BR)|7010765495|01/08/2020|31/08/2020|2 858|356,40
13907_GEO (0426BR)|7010768590|01/09/2020|30/09/2020|2 712|338,63
13907_GEO (0426BR)|7010772265|01/10/2020|31/10/2020|2 767|345,33
13907_GEO (0426BR)|7010775227|01/11/2020|30/11/2020|2 657|323,35
13908_GEO (0427BB)|1300082549|01/01/2018|31/01/2018|1 108|155,99
13908_GEO (0427BB)|1300082549|01/02/2018|28/02/2018|1 005|143,08
13908_GEO (0427BB)|1300082549|01/03/2018|31/03/2018|1 101|145,33
13908_GEO (0427BB)|1300082549|01/04/2018|30/04/2018|1 053|139,33
13908_GEO (0427BB)|1300082549|01/05/2018|31/05/2018|1 092|144,21
13908_GEO (0427BB)|1300082549|01/06/2018|30/06/2018|1 062|140,60
13908_GEO (0427BB)|1300082549|01/07/2018|31/07/2018|1 102|145,71
13908_GEO (0427BB)|1300082549|01/08/2018|31/08/2018|1 111|147,05
13908_GEO (0427BB)|1300082549|01/09/2018|30/09/2018|1 058|140,98
13908_GEO (0427BB)|1300082549|01/10/2018|31/10/2018|1 091|144,99
13908_GEO (0427BB)|1300082549|01/11/2018|30/11/2018|1 055|140,53
13908_GEO (0427BB)|1300082549|01/12/2018|31/12/2018|1 090|144,84
13908_GEO (0427BB)|1300003030|01/01/2019|31/01/2019|1 098|139,77
13908_GEO (0427BB)|1300003030|01/02/2019|28/02/2019|993|127,14
13908_GEO (0427BB)|1300003030|01/03/2019|31/03/2019|1 097|139,69
13908_GEO (0427BB)|1300003030|01/04/2019|30/04/2019|1 061|135,32
13908_GEO (0427BB)|1300003030|01/05/2019|31/05/2019|1 100|139,92
13908_GEO (0427BB)|1300003030|01/06/2019|30/06/2019|1 087|138,68
13908_GEO (0427BB)|1300003030|01/07/2019|31/07/2019|1 134|144,34
13908_GEO (0427BB)|1300003030|01/08/2019|31/08/2019|1 366|172,10
13908_GEO (0427BB)|#|01/09/2019|30/09/2019|1 476|185,16
13908_GEO (0427BB)|1300003030|01/10/2019|31/10/2019|1 520|190,27
13908_GEO (0427BB)|1300003030|01/11/2019|30/11/2019|1 462|183,31
13908_GEO (0427BB)|9200078815|01/12/2019|31/12/2019|1 804|224,20
13908_GEO (0427BB)|1300003030|01/01/2020|31/01/2020|1 833|269,47
13908_GEO (0427BB)|1300003030|01/02/2020|29/02/2020|1 706|251,43
13908_GEO (0427BB)|1300003030|01/03/2020|31/03/2020|1 833|269,38
13908_GEO (0427BB)|1300003030|01/04/2020|30/04/2020|1 775|260,31
13908_GEO (0427BB)|1300003030|01/05/2020|31/05/2020|1 831|260,91
13908_GEO (0427BB)|1300003030|01/06/2020|30/06/2020|1 798|263,95
13908_GEO (0427BB)|#|01/07/2020|31/07/2020|1 889|277,11
13908_GEO (0427BB)|1300003030|01/08/2020|31/08/2020|1 902|279,26
13908_GEO (0427BB)|1300003030|01/09/2020|30/09/2020|1 810|265,85
13908_GEO (0427BB)|1300003030|01/10/2020|31/10/2020|1 860|272,56
13908_GEO (0427BB)|1300003030|01/11/2020|30/11/2020|1 791|248,16
13909_GEO (0427BR)|7010671121|01/01/2018|31/01/2018|2 210|244,34
13909_GEO (0427BR)|7010674536|01/02/2018|28/02/2018|2 032|225,36
13909_GEO (0427BR)|7010677303|01/03/2018|31/03/2018|2 233|246,70
13909_GEO (0427BR)|7010680430|01/04/2018|30/04/2018|2 170|240,02
13909_GEO (0427BR)|7010682689|01/05/2018|31/05/2018|2 261|249,54
13909_GEO (0427BR)|7010685153|01/06/2018|30/06/2018|2 204|243,35
13909_GEO (0427BR)|7010687605|01/07/2018|31/07/2018|2 285|252,07
13909_GEO (0427BR)|7010690122|01/08/2018|31/08/2018|2 323|256,01
13909_GEO (0427BR)|7010693510|01/09/2018|30/09/2018|2 179|242,52
13909_GEO (0427BR)|7010696602|01/10/2018|31/10/2018|2 228|247,78
13909_GEO (0427BR)|7010698523|01/11/2018|30/11/2018|2 211|245,84
13909_GEO (0427BR)|7010701285|01/12/2018|31/12/2018|2 696|297,09
13909_GEO (0427BR)|7010705839|01/01/2019|31/01/2019|2 733|293,79
13909_GEO (0427BR)|7010710054|01/02/2019|28/02/2019|2 440|263,40
13909_GEO (0427BR)|7010713168|01/03/2019|31/03/2019|2 690|289,41
13909_GEO (0427BR)|7010718299|01/04/2019|30/04/2019|2 609|280,98
13909_GEO (0427BR)|7010722173|01/05/2019|31/05/2019|2 702|290,61
13909_GEO (0427BR)|7010724621|01/06/2019|30/06/2019|2 713|291,65
13909_GEO (0427BR)|7010727192|01/07/2019|31/07/2019|2 767|297,25
13909_GEO (0427BR)|7010729531|01/08/2019|31/08/2019|2 840|304,74
13909_GEO (0427BR)|7010731590|01/09/2019|30/09/2019|2 962|317,24
13909_GEO (0427BR)|7010735200|01/10/2019|31/10/2019|2 596|279,12
13909_GEO (0427BR)|7010737367|01/11/2019|30/11/2019|2 314|249,76
13909_GEO (0427BR)|7010740643|01/12/2019|31/12/2019|2 381|256,69
13909_GEO (0427BR)|7010745551|01/01/2020|31/01/2020|2 389|306,40
13909_GEO (0427BR)|7010749427|01/02/2020|29/02/2020|2 293|294,46
13909_GEO (0427BR)|7010752580|01/03/2020|31/03/2020|2 477|315,72
13909_GEO (0427BR)|7010755366|01/04/2020|30/04/2020|2 477|315,67
13909_GEO (0427BR)|7010757787|01/05/2020|31/05/2020|2 550|324,67
13909_GEO (0427BR)|7010760352|01/06/2020|30/06/2020|2 476|315,53
13909_GEO (0427BR)|7010762664|01/07/2020|31/07/2020|2 622|333,48
13909_GEO (0427BR)|7010766224|01/08/2020|31/08/2020|2 655|337,45
13909_GEO (0427BR)|7010768671|01/09/2020|30/09/2020|2 548|324,26
13909_GEO (0427BR)|7010772334|01/10/2020|31/10/2020|2 610|331,87
13909_GEO (0427BR)|7010775129|01/11/2020|30/11/2020|2 504|318,77
13911_GEO (0428BR)|7010671121|01/01/2018|31/01/2018|2 434|265,96
13911_GEO (0428BR)|7010674536|01/02/2018|28/02/2018|2 276|249,18
13911_GEO (0428BR)|7010677303|01/03/2018|31/03/2018|2 497|272,56
13911_GEO (0428BR)|7010680430|01/04/2018|30/04/2018|2 404|262,79
13911_GEO (0428BR)|7010682689|01/05/2018|31/05/2018|2 519|274,87
13911_GEO (0428BR)|7010685153|01/06/2018|30/06/2018|2 453|267,83
13911_GEO (0428BR)|7010687605|01/07/2018|31/07/2018|2 575|280,79
13911_GEO (0428BR)|7010690122|01/08/2018|31/08/2018|2 622|285,71
13911_GEO (0428BR)|7010693510|01/09/2018|30/09/2018|2 464|271,05
13911_GEO (0428BR)|7010696602|01/10/2018|31/10/2018|2 511|276,09
13911_GEO (0428BR)|7010698523|01/11/2018|30/11/2018|2 423|266,64
13911_GEO (0428BR)|7010701285|01/12/2018|31/12/2018|2 522|276,98
13911_GEO (0428BR)|7010705839|01/01/2019|31/01/2019|2 595|277,71
13911_GEO (0428BR)|7010710054|01/02/2019|28/02/2019|2 274|244,61
13911_GEO (0428BR)|7010713168|01/03/2019|31/03/2019|2 491|267,17
13911_GEO (0428BR)|7010718299|01/04/2019|30/04/2019|2 411|258,84
13911_GEO (0428BR)|7010722173|01/05/2019|31/05/2019|2 514|269,48
13911_GEO (0428BR)|7010724621|01/06/2019|30/06/2019|2 493|267,18
13911_GEO (0428BR)|7010727192|01/07/2019|31/07/2019|2 562|274,37
13911_GEO (0428BR)|7010729531|01/08/2019|31/08/2019|2 546|272,70
13911_GEO (0428BR)|7010731590|01/09/2019|30/09/2019|2 462|264,02
13911_GEO (0428BR)|7010735200|01/10/2019|31/10/2019|2 533|271,40
13911_GEO (0428BR)|7010737367|01/11/2019|30/11/2019|2 421|259,77
13911_GEO (0428BR)|7010740643|01/12/2019|31/12/2019|2 523|270,28
13911_GEO (0428BR)|7010745551|01/01/2020|31/01/2020|2 531|322,92
13911_GEO (0428BR)|7010749427|01/02/2020|29/02/2020|2 376|303,69
13911_GEO (0428BR)|7010752580|01/03/2020|31/03/2020|2 491|313,02
13911_GEO (0428BR)|7010755366|01/04/2020|30/04/2020|2 423|303,46
13911_GEO (0428BR)|7010757787|01/05/2020|31/05/2020|2 674|334,01
13911_GEO (0428BR)|7010760352|01/06/2020|30/06/2020|2 673|333,89
13911_GEO (0428BR)|7010762664|01/07/2020|31/07/2020|2 944|366,87
13911_GEO (0428BR)|7010766224|01/08/2020|31/08/2020|2 988|372,22
13911_GEO (0428BR)|7010768671|01/09/2020|30/09/2020|2 859|356,52
13911_GEO (0428BR)|7010772334|01/10/2020|31/10/2020|2 931|365,28
13911_GEO (0428BR)|7010775129|01/11/2020|30/11/2020|2 814|351,05
13912_GEO (0429BR)|1080000520|01/01/2018|31/12/2018|24 478|3 395,10
13912_GEO (0429BR)|1080000520|01/01/2020|30/06/2020|11 783|1 856,29
13916_GEO (0431BR)|7151070235|01/01/2018|06/05/2018|6 473|785,61
13916_GEO (0431BR)|7010700021|07/05/2018|31/12/2018|12 311|1 495,37
13916_GEO (0431BR)|7010740381|01/01/2019|31/12/2019|17 917|2 153,00
13917_GEO (0432BR)|7010671121|01/01/2018|31/01/2018|1 672|193,14
13917_GEO (0432BR)|7010674536|01/02/2018|28/02/2018|1 540|178,37
13917_GEO (0432BR)|7010677303|01/03/2018|31/03/2018|1 674|193,32
13917_GEO (0432BR)|7010680430|01/04/2018|30/04/2018|1 627|187,90
13917_GEO (0432BR)|7010682689|01/05/2018|31/05/2018|1 715|197,02
13917_GEO (0432BR)|7010685153|01/06/2018|30/06/2018|1 684|193,30
13917_GEO (0432BR)|7010687605|01/07/2018|31/07/2018|1 780|203,37
13917_GEO (0432BR)|7010690122|01/08/2018|31/08/2018|1 806|205,81
13917_GEO (0432BR)|7010693510|01/09/2018|30/09/2018|1 639|190,22
13917_GEO (0432BR)|7010696602|01/10/2018|31/10/2018|1 667|193,69
13917_GEO (0432BR)|7010698523|01/11/2018|30/11/2018|1 606|186,97
13917_GEO (0432BR)|7010701285|01/12/2018|31/12/2018|1 684|195,52
13917_GEO (0432BR)|7010705839|01/01/2019|31/01/2019|1 704|193,10
13917_GEO (0432BR)|7010710054|01/02/2019|28/02/2019|1 503|171,55
13917_GEO (0432BR)|7010713168|01/03/2019|31/03/2019|1 657|188,26
13917_GEO (0432BR)|7010718299|01/04/2019|30/04/2019|1 621|184,20
13917_GEO (0432BR)|7010722173|01/05/2019|31/05/2019|1 674|189,95
13917_GEO (0432BR)|7010724621|01/06/2019|30/06/2019|1 726|193,76
13917_GEO (0432BR)|7010727192|01/07/2019|31/07/2019|1 778|199,66
13917_GEO (0432BR)|7010729531|01/08/2019|31/08/2019|1 789|200,62
13917_GEO (0432BR)|7010731590|01/09/2019|30/09/2019|1 621|183,82
13917_GEO (0432BR)|7010735200|01/10/2019|31/10/2019|1 668|189,34
13917_GEO (0432BR)|7010737367|01/11/2019|30/11/2019|1 598|181,95
13917_GEO (0432BR)|7010740643|01/12/2019|31/12/2019|1 667|189,29
13917_GEO (0432BR)|7010745551|01/01/2020|31/01/2020|1 694|226,75
13917_GEO (0432BR)|7010749427|01/02/2020|29/02/2020|1 544|207,69
13917_GEO (0432BR)|7010752580|01/03/2020|31/03/2020|1 647|220,01
13917_GEO (0432BR)|7010755366|01/04/2020|30/04/2020|1 599|213,90
13917_GEO (0432BR)|7010757787|01/05/2020|31/05/2020|1 661|221,72
13917_GEO (0432BR)|7010760352|01/06/2020|30/06/2020|1 654|220,06
13917_GEO (0432BR)|7010762664|01/07/2020|31/07/2020|1 788|236,11
13917_GEO (0432BR)|7010766224|01/08/2020|31/08/2020|1 801|237,56
13917_GEO (0432BR)|7010768671|01/09/2020|30/09/2020|1 645|218,96
13917_GEO (0432BR)|7010772334|01/10/2020|31/10/2020|1 567|206,61
13917_GEO (0432BR)|7010775129|01/11/2020|30/11/2020|1 508|196,43
13918_GEO (0433BR)|7010671121|01/01/2018|31/01/2018|1 913|194,47
13918_GEO (0433BR)|7010674536|01/02/2018|28/02/2018|1 733|178,19
13918_GEO (0433BR)|7010677303|01/03/2018|31/03/2018|1 917|194,56
13918_GEO (0433BR)|7010680430|01/04/2018|30/04/2018|1 892|192,01
13918_GEO (0433BR)|7010682689|01/05/2018|31/05/2018|1 982|199,67
13918_GEO (0433BR)|7010685153|01/06/2018|30/06/2018|1 939|195,46
13918_GEO (0433BR)|7010687605|01/07/2018|31/07/2018|2 013|201,85
13918_GEO (0433BR)|7010690122|01/08/2018|31/08/2018|2 086|207,79
13918_GEO (0433BR)|7010693510|01/09/2018|30/09/2018|1 947|197,01
13918_GEO (0433BR)|7010696602|01/10/2018|31/10/2018|1 981|220,21
13918_GEO (0433BR)|7010698523|01/11/2018|30/11/2018|1 900|192,69
13918_GEO (0433BR)|7010701285|01/12/2018|31/12/2018|1 948|196,94
13918_GEO (0433BR)|7010705839|01/01/2019|31/01/2019|1 951|192,85
13918_GEO (0433BR)|7010710054|01/02/2019|28/02/2019|1 772|177,15
13918_GEO (0433BR)|7010713168|01/03/2019|31/03/2019|1 960|193,43
13918_GEO (0433BR)|7010719759|01/04/2019|30/04/2019|1 907|209,31
13918_GEO (0433BR)|7010722173|01/05/2019|31/05/2019|1 955|192,18
13918_GEO (0433BR)|7010724621|01/06/2019|30/06/2019|2 000|195,72
13918_GEO (0433BR)|7010727192|01/07/2019|31/07/2019|2 050|200,00
13918_GEO (0433BR)|7010729531|01/08/2019|31/08/2019|2 073|222,83
13918_GEO (0433BR)|7010731590|01/09/2019|30/09/2019|1 923|189,13
13918_GEO (0433BR)|7010735200|01/10/2019|31/10/2019|1 961|192,45
13918_GEO (0433BR)|7010737367|01/11/2019|30/11/2019|1 891|186,42
13918_GEO (0433BR)|7010740643|01/12/2019|31/12/2019|1 944|191,01
13918_GEO (0433BR)|7010745551|01/01/2020|31/01/2020|1 939|229,83
13918_GEO (0433BR)|7010749427|01/02/2020|29/02/2020|1 822|217,31
13918_GEO (0433BR)|7010752580|01/03/2020|31/03/2020|1 973|232,11
13918_GEO (0433BR)|7010755366|01/04/2020|30/04/2020|1 922|226,66
13918_GEO (0433BR)|7010757787|01/05/2020|31/05/2020|1 981|232,92
13918_GEO (0433BR)|7010760352|01/06/2020|30/06/2020|1 952|229,75
13918_GEO (0433BR)|7010762664|01/07/2020|31/07/2020|2 072|242,32
13918_GEO (0433BR)|7010766224|01/08/2020|31/08/2020|2 107|245,92
13918_GEO (0433BR)|7010768671|01/09/2020|30/09/2020|1 634|195,12
13918_GEO (0433BR)|7010772334|01/10/2020|31/10/2020|1 485|179,03
13918_GEO (0433BR)|7010775129|01/11/2020|30/11/2020|1 377|167,78
13919_GEO (0434BR)|7111716544|01/01/2018|16/10/2018|7 088|991,33
13919_GEO (0434BR)|7010700233|17/10/2018|31/12/2018|4 397|527,74
13919_GEO (0434BR)|7010740439|01/01/2019|31/12/2019|11 441|1 489,41
13920_GEO (0435BR)|7010699525|28/05/2018|31/12/2018|12 141|1 460,12
13920_GEO (0435BR)|7010739801|01/01/2019|31/12/2019|24 294|2 806,43
13921_GEO (0436BR)|7010671121|01/01/2018|31/01/2018|1 063|119,82
13921_GEO (0436BR)|7010674536|01/02/2018|28/02/2018|986|112,76
13921_GEO (0436BR)|7010677303|01/03/2018|31/03/2018|1 072|120,66
13921_GEO (0436BR)|7010680430|01/04/2018|30/04/2018|1 044|117,88
13921_GEO (0436BR)|7010682689|01/05/2018|31/05/2018|1 103|122,77
13921_GEO (0436BR)|7010685153|01/06/2018|30/06/2018|1 075|120,07
13921_GEO (0436BR)|7010687605|01/07/2018|31/07/2018|1 123|124,28
13921_GEO (0436BR)|7010690122|01/08/2018|31/08/2018|1 148|126,09
13921_GEO (0436BR)|7010693510|01/09/2018|30/09/2018|1 034|115,11
13921_GEO (0436BR)|7010696602|01/10/2018|31/10/2018|984|107,28
13921_GEO (0436BR)|7010698523|01/11/2018|30/11/2018|1 168|123,04
13921_GEO (0436BR)|7010701285|01/12/2018|31/12/2018|1 912|186,74
13921_GEO (0436BR)|7010705839|01/01/2019|31/01/2019|1 928|207,81
13921_GEO (0436BR)|7010710054|01/02/2019|28/02/2019|1 761|192,66
13921_GEO (0436BR)|7010713168|01/03/2019|31/03/2019|2 011|219,14
13921_GEO (0436BR)|7010719759|01/04/2019|30/04/2019|1 955|213,46
13921_GEO (0436BR)|7010722173|01/05/2019|31/05/2019|2 036|224,54
13921_GEO (0436BR)|7010724621|01/06/2019|30/06/2019|2 107|237,11
13921_GEO (0436BR)|7010727192|01/07/2019|31/07/2019|2 120|238,47
13921_GEO (0436BR)|7010729531|01/08/2019|31/08/2019|2 175|240,83
13921_GEO (0436BR)|7010731590|01/09/2019|30/09/2019|2 009|225,00
13921_GEO (0436BR)|7010735200|01/10/2019|31/10/2019|2 065|228,02
13921_GEO (0436BR)|7010737367|01/11/2019|30/11/2019|1 884|206,47
13921_GEO (0436BR)|7010740643|01/12/2019|31/12/2019|1 929|184,00
13921_GEO (0436BR)|7010745551|01/01/2020|31/01/2020|1 917|221,77
13921_GEO (0436BR)|7010749427|01/02/2020|29/02/2020|1 797|209,31
13921_GEO (0436BR)|7010752580|01/03/2020|31/03/2020|1 936|222,53
13921_GEO (0436BR)|7010755366|01/04/2020|30/04/2020|1 927|221,60
13921_GEO (0436BR)|7010757787|01/05/2020|31/05/2020|2 000|229,12
13921_GEO (0436BR)|7010760352|01/06/2020|30/06/2020|1 965|227,91
13921_GEO (0436BR)|7010762664|01/07/2020|31/07/2020|2 065|238,96
13921_GEO (0436BR)|7010766224|01/08/2020|31/08/2020|2 103|274,35
13921_GEO (0436BR)|7010768671|01/09/2020|30/09/2020|1 614|189,16
13921_GEO (0436BR)|7010772334|01/10/2020|31/10/2020|1 505|177,94
13921_GEO (0436BR)|7010775129|01/11/2020|30/11/2020|1 450|172,28
13923_GEO (0437BR)|7230729120|01/01/2018|31/01/2018|1 689|199,13
13923_GEO (0437BR)|7210817415|01/02/2018|28/02/2018|1 555|183,92
13923_GEO (0437BR)|7010677549|01/03/2018|31/03/2018|1 702|200,49
13923_GEO (0437BR)|7010680438|01/04/2018|30/04/2018|1 698|198,12
13923_GEO (0437BR)|7010682137|01/05/2018|31/05/2018|1 842|210,60
13923_GEO (0437BR)|7200873047|01/06/2018|30/06/2018|1 838|208,61
13923_GEO (0437BR)|7010687678|01/07/2018|31/07/2018|1 921|217,40
13923_GEO (0437BR)|7010690351|01/08/2018|31/08/2018|1 953|220,28
13923_GEO (0437BR)|7240672664|01/09/2018|30/09/2018|1 757|203,73
13923_GEO (0437BR)|7010695617|01/10/2018|31/10/2018|1 699|201,13
13923_GEO (0437BR)|7010698165|01/11/2018|30/11/2018|1 636|194,27
13923_GEO (0437BR)|7010700707|01/12/2018|31/12/2018|1 693|200,66
13923_GEO (0437BR)|7010705826|01/01/2019|31/01/2019|1 708|197,58
13923_GEO (0437BR)|7010709596|01/02/2019|28/02/2019|1 528|177,99
13923_GEO (0437BR)|7010713458|01/03/2019|31/03/2019|1 687|195,39
13923_GEO (0437BR)|7010715460|01/04/2019|30/04/2019|1 659|191,58
13923_GEO (0437BR)|7010722067|01/05/2019|31/05/2019|1 725|198,41
13923_GEO (0437BR)|7010724608|01/06/2019|30/06/2019|1 919|212,33
13923_GEO (0437BR)|7010726429|01/07/2019|31/07/2019|1 905|212,49
13923_GEO (0437BR)|7010729457|01/08/2019|31/08/2019|1 869|209,92
13923_GEO (0437BR)|7010732116|01/09/2019|30/09/2019|1 686|193,19
13923_GEO (0437BR)|7103163087|01/10/2019|31/10/2019|1 692|195,52
13923_GEO (0437BR)|7010737238|01/11/2019|30/11/2019|1 634|189,29
13923_GEO (0437BR)|7010740688|01/12/2019|31/12/2019|1 684|194,95
13923_GEO (0437BR)|7010746361|01/01/2020|31/01/2020|1 697|231,14
13923_GEO (0437BR)|7010748665|01/02/2020|29/02/2020|1 623|221,22
13923_GEO (0437BR)|7010752918|01/03/2020|31/03/2020|1 743|235,90
13923_GEO (0437BR)|7010755640|01/04/2020|30/04/2020|1 703|229,71
13923_GEO (0437BR)|7010757872|01/05/2020|31/05/2020|1 734|233,72
13923_GEO (0437BR)|7010760286|01/06/2020|30/06/2020|1 787|236,85
13923_GEO (0437BR)|7010762428|01/07/2020|31/07/2020|1 835|244,44
13923_GEO (0437BR)|7010765495|01/08/2020|31/08/2020|1 937|253,52
13923_GEO (0437BR)|7010768590|01/09/2020|30/09/2020|1 650|220,92
13923_GEO (0437BR)|7010772265|01/10/2020|31/10/2020|1 495|198,02
13923_GEO (0437BR)|7010775227|01/11/2020|30/11/2020|1 733|215,65
13924_GEO (0438BR)|7010699531|01/01/2018|31/12/2018|9 916|1 353,70
13924_GEO (0438BR)|7210846716|01/01/2019|18/10/2019|7 848|1 057,32
13924_GEO (0438BR)|7330023727|19/10/2019|31/12/2019|2 038|272,74
13925_GEO (0439BR)|7010699525|01/01/2018|31/12/2018|24 284|2 855,71
13925_GEO (0439BR)|7102977623|01/01/2019|17/01/2019|868|103,45
